snapped_at,price,market_cap,total_volume
2025-02-06 00:00:00 UTC,8.582217084108736,917570037.6179216,2027665841.1284566
2025-02-07 00:00:00 UTC,8.582217084108736,917570037.6179216,2027665841.1284566
2025-02-08 00:00:00 UTC,7.716660629680985,829597832.1340004,700829930.7325877
2025-02-09 00:00:00 UTC,6.060939939037348,652420536.5670213,413682575.1931939
2025-02-10 00:00:00 UTC,5.181536990395392,556239328.9056438,314443996.55416465
2025-02-11 00:00:00 UTC,5.264450831800611,566447798.5363036,294510660.6083617
2025-02-12 00:00:00 UTC,5.788509316381616,620938592.4653873,317386554.2835586
2025-02-13 00:00:00 UTC,5.864758142214765,629462301.0790576,282789387.9245984
2025-02-14 00:00:00 UTC,5.605329180567326,600648389.3908237,233794861.11144337
2025-02-15 00:00:00 UTC,5.916439783302413,635683546.5559781,183971925.79905793
2025-02-16 00:00:00 UTC,5.640142057408318,606943854.9309096,178314761.98766482
2025-02-17 00:00:00 UTC,5.61601123610813,603516686.4951397,115804849.2496777
2025-02-18 00:00:00 UTC,6.171829116734614,670564628.2944807,253427341.92879835
2025-02-19 00:00:00 UTC,6.25712269277299,674272990.4623054,216192978.49720216
2025-02-20 00:00:00 UTC,6.629376622018505,713479145.1080221,319335223.672917
2025-02-21 00:00:00 UTC,8.749580803850447,944331228.5189731,781593163.7429007
2025-02-22 00:00:00 UTC,7.468421185909724,806675952.9024864,532654614.8578716
2025-02-23 00:00:00 UTC,7.522205242133848,811592464.4748571,374561754.74301445
2025-02-24 00:00:00 UTC,6.916304908769837,744560002.4013044,199460812.3312772
2025-02-25 00:00:00 UTC,6.802513224221445,727840268.9792295,383306622.3764953
2025-02-26 00:00:00 UTC,6.771601018966827,731602764.8342324,334213270.1880962
2025-02-27 00:00:00 UTC,7.417488193347177,800021164.4791471,424402116.3446635
2025-02-28 00:00:00 UTC,8.13099005146037,879073923.1174337,423714647.8482299
2025-03-01 00:00:00 UTC,8.719309904291402,941428854.9875562,536663582.1983878
2025-03-02 00:00:00 UTC,8.24516604141826,888243274.4147594,230418345.94985077
2025-03-03 00:00:00 UTC,8.534820873250522,920921000.9247862,373995920.2242825
2025-03-04 00:00:00 UTC,6.829226408277682,738678690.6791383,261273162.37685814
2025-03-05 00:00:00 UTC,6.636613557607462,716462418.6810975,300312593.5171901
2025-03-06 00:00:00 UTC,6.932433038007474,748955024.7882801,284638344.7981246
2025-03-07 00:00:00 UTC,6.7639261419505425,729270926.9627132,207299328.5245191
