snapped_at,price,market_cap,total_volume
2020-01-01 00:00:00+00:00,2.617367817161108,748863017.321274,57394512.31535925
2020-01-02 00:00:00+00:00,2.620820845405597,748982287.6402215,64818163.66134201
2020-01-03 00:00:00+00:00,2.5498129112802266,729635398.9417208,56302096.60832495
2020-01-04 00:00:00+00:00,2.6394075096932927,755122172.5505755,60587150.90387216
2020-01-05 00:00:00+00:00,2.6444572450881734,757236698.7887295,63638537.68642451
2020-01-06 00:00:00+00:00,2.65609020175758,760950545.4486995,63019634.84914607
2020-01-07 00:00:00+00:00,2.7894197965981844,798770694.7834278,66129453.75786906
2020-01-08 00:00:00+00:00,2.879993642448509,825665665.9760326,76783058.60878192
2020-01-09 00:00:00+00:00,2.787409557352297,800879682.0200001,74638125.40067449
2020-01-10 00:00:00+00:00,2.827340997039408,808680696.2307792,83703085.55585475
2020-01-11 00:00:00+00:00,2.8948249927151326,820847377.5074046,71100525.29172707
2020-01-12 00:00:00+00:00,2.8890027934382405,829274606.1153119,81640302.32730064
2020-01-13 00:00:00+00:00,2.8973714727506152,826671387.8587918,72904271.09350428
2020-01-14 00:00:00+00:00,2.881254059256743,824451149.8434523,76774591.33795533
2020-01-15 00:00:00+00:00,3.0464792511425816,875079175.5867898,90783997.37637553
2020-01-16 00:00:00+00:00,3.163744070148892,905170543.3618754,120606894.0624501
2020-01-17 00:00:00+00:00,3.0801264473980576,879912795.1408839,89504025.18402883
2020-01-18 00:00:00+00:00,3.0597481745477166,878179489.0608183,139390314.99302202
2020-01-19 00:00:00+00:00,2.931662422381263,837093394.8580153,118940659.94690736
2020-01-20 00:00:00+00:00,2.9520321234948805,846601022.5348524,134140621.30070572
2020-01-21 00:00:00+00:00,2.928103182189285,839493199.8050923,82376094.88029104
2020-01-22 00:00:00+00:00,2.9409467534785363,841986514.1183842,92860415.99778406
2020-01-23 00:00:00+00:00,2.9217016414692925,834365588.4241909,79946595.22074538
2020-01-24 00:00:00+00:00,2.7754066747445267,791054246.7880816,87243003.63817796
2020-01-25 00:00:00+00:00,2.86787854979984,820830908.0681361,87767303.1938197
2020-01-26 00:00:00+00:00,2.8007438275606398,802453727.0569366,76657243.80111963
2020-01-27 00:00:00+00:00,2.8597068875154137,817566931.0721464,80508615.74771455
2020-01-28 00:00:00+00:00,2.935537288558113,839667636.3799312,93775110.96801417
2020-01-29 00:00:00+00:00,3.036039678929515,865634780.8523958,102667341.61610252
2020-01-30 00:00:00+00:00,3.125290037458924,892837442.8241296,93220020.27231112
2020-01-31 00:00:00+00:00,3.2107556891838853,917476692.9760884,91752066.52012944
2020-02-01 00:00:00+00:00,3.1678950292143395,908471051.7206124,81321934.53756267
2020-02-02 00:00:00+00:00,3.2459711022588165,928000480.2109509,81796465.54375589
2020-02-03 00:00:00+00:00,3.2453891123045184,928882628.0684168,96399922.2502123
2020-02-04 00:00:00+00:00,3.2770973608718745,936479888.707994,90862219.4447138
2020-02-05 00:00:00+00:00,3.276300495373529,937228067.043193,67600753.30403288
2020-02-06 00:00:00+00:00,3.4919161821463485,1000608839.3511428,92639053.35017604
2020-02-07 00:00:00+00:00,3.747096226101342,1071990471.32817,106623569.23910303
2020-02-08 00:00:00+00:00,3.837169816576356,1097092615.7140248,109886016.73017102
2020-02-09 00:00:00+00:00,3.863595882763344,1104483097.7159388,91725166.99283949
2020-02-10 00:00:00+00:00,3.95228505878574,1130788765.4807572,109634064.79162373
2020-02-11 00:00:00+00:00,5.527855254010349,1587479028.1014657,446606189.02106446
2020-02-12 00:00:00+00:00,5.558884192238187,1605947485.9916856,441213694.7019045
2020-02-13 00:00:00+00:00,5.910529385004962,1686877605.3470235,295924337.2782096
2020-02-14 00:00:00+00:00,5.894889684806515,1686543144.8553555,356102413.3395499
2020-02-15 00:00:00+00:00,6.4314466735199405,1837216613.221844,290878924.3689035
2020-02-16 00:00:00+00:00,6.569165994710335,1903486431.1388056,471471443.6232882
2020-02-17 00:00:00+00:00,6.76248992028193,1951289070.2231565,404523927.445783
2020-02-18 00:00:00+00:00,6.596622006257779,1880010005.170344,340558985.6905014
2020-02-19 00:00:00+00:00,6.7467214058054985,1931849998.7100768,208816627.3999529
2020-02-20 00:00:00+00:00,6.767403157448528,1942014755.2999716,411841230.9159482
2020-02-21 00:00:00+00:00,6.597134403211653,1886850629.3606856,301536496.06588703
2020-02-22 00:00:00+00:00,6.642553616176369,1907019497.068077,303901386.84501827
2020-02-23 00:00:00+00:00,5.791559163783143,1652254025.432422,258507797.5749275
2020-02-24 00:00:00+00:00,6.560887939008105,1873112688.4345772,307443418.1196909
2020-02-25 00:00:00+00:00,6.124527595217846,1744313678.249333,247685350.66845465
2020-02-26 00:00:00+00:00,5.666222898395597,1611749161.7406657,238588188.60072547
2020-02-27 00:00:00+00:00,5.416182023543421,1525972358.3959067,210352062.2882437
2020-02-28 00:00:00+00:00,5.530582265952548,1571094419.655085,216542245.79603836
2020-02-29 00:00:00+00:00,5.6513688345721125,1618220130.3940723,183974320.53822008
2020-03-01 00:00:00+00:00,5.822689300148239,1669398713.8066647,218394755.58409297
2020-03-02 00:00:00+00:00,5.468837290170758,1560136911.7681153,173776011.1746081
2020-03-03 00:00:00+00:00,5.766543327786385,1632384957.04593,201395948.28882977
2020-03-04 00:00:00+00:00,5.464277878912552,1550618925.618298,168258026.40543586
2020-03-05 00:00:00+00:00,5.447769284733208,1543351521.3830805,85231343.12192972
2020-03-06 00:00:00+00:00,5.455796932913358,1548890622.2648363,221538218.675576
