snapped_at,price,market_cap,total_volume
2023-12-28 00:00:00+00:00,0.014423166600044,0.0,113848.58265079086
2023-12-29 00:00:00+00:00,0.014423166600044,0.0,113848.58265079086
2023-12-30 00:00:00+00:00,0.0143907204470712,0.0,86820.07252627409
2023-12-31 00:00:00+00:00,0.0145697057886888,0.0,64173.06332619573
2024-01-01 00:00:00+00:00,0.0131098998322347,0.0,46149.66906145322
2024-01-02 00:00:00+00:00,0.0124641703851645,0.0,29679.83429890588
2024-01-03 00:00:00+00:00,0.0127170452211371,0.0,63266.14354688431
2024-01-04 00:00:00+00:00,0.0115863457062866,0.0,42720.79339511783
2024-01-05 00:00:00+00:00,0.0123709164104959,0.0,91064.88505857468
2024-01-06 00:00:00+00:00,0.0115593563861129,0.0,23551.303319328323
2024-01-07 00:00:00+00:00,0.0110013577777884,0.0,10273.460110872466
2024-01-08 00:00:00+00:00,0.0115862556407793,0.0,58185.16590653926
2024-01-09 00:00:00+00:00,0.0115192386932903,0.0,27210.140102904526
2024-01-10 00:00:00+00:00,0.0112656400462633,0.0,39808.55444031661
2024-01-11 00:00:00+00:00,0.0122063214449853,0.0,5071.980728110242
2024-01-12 00:00:00+00:00,0.0111478616272462,0.0,39566.31661030694
2024-01-13 00:00:00+00:00,0.0105898847485671,0.0,11005.920396481464
2024-01-14 00:00:00+00:00,0.0106873350158564,0.0,3117.8679199772155
2024-01-15 00:00:00+00:00,0.0102578392337218,0.0,1608.3562473059544
2024-01-16 00:00:00+00:00,0.0103866527755924,0.0,1740.5375023200272
2024-01-17 00:00:00+00:00,0.0106121473933014,0.0,2587.2253108534096
2024-01-18 00:00:00+00:00,0.010169277888041,0.0,4797.656720283269
2024-01-19 00:00:00+00:00,0.009808409742078,0.0,3403.1531475901006
2024-01-20 00:00:00+00:00,0.0097675380567269,0.0,3935.81019881402
2024-01-21 00:00:00+00:00,0.0095151940782777,0.0,4958.528745876502
2024-01-22 00:00:00+00:00,0.0091325597182822,0.0,10697.94550730854
2024-01-23 00:00:00+00:00,0.0080196935464435,0.0,13362.340628246116
2024-01-24 00:00:00+00:00,0.0077090623767492,0.0,2141.640675385936
2024-01-25 00:00:00+00:00,0.0088908794531924,0.0,55414.00496389686
2024-01-26 00:00:00+00:00,0.0089574898049016,0.0,1836.4889660165145
2024-01-27 00:00:00+00:00,0.0098417957670278,0.0,30049.909919585512
2024-01-28 00:00:00+00:00,0.0096948676132831,0.0,5642.154888792465
2024-01-29 00:00:00+00:00,0.0096475177092857,0.0,2461.08405921952
2024-01-30 00:00:00+00:00,0.00982606713837,0.0,2029.4506317852629
2024-01-31 00:00:00+00:00,0.0098896462503455,0.0,6189.952343588219
2024-02-01 00:00:00+00:00,0.0093197973977737,0.0,10830.037458594452
2024-02-02 00:00:00+00:00,0.0096645505991226,0.0,3835.736306342136
2024-02-03 00:00:00+00:00,0.009644533774744,0.0,4423.503183348858
2024-02-04 00:00:00+00:00,0.0100774090425508,0.0,12269.35137857174
2024-02-05 00:00:00+00:00,0.0103103042211217,0.0,18889.467091338523
2024-02-06 00:00:00+00:00,0.0108408616262933,0.0,35991.221207483984
2024-02-07 00:00:00+00:00,0.014985799187122,0.0,151491.92103498874
2024-02-08 00:00:00+00:00,0.0180710760960672,0.0,231415.86549504852
2024-02-09 00:00:00+00:00,0.0156303052580072,0.0,181931.449025043
2024-02-10 00:00:00+00:00,0.0168759697962113,0.0,108248.31389112568
2024-02-11 00:00:00+00:00,0.0167315546191661,0.0,20433.64828281897
2024-02-12 00:00:00+00:00,0.0254652793577337,0.0,304920.2338483667
2024-02-13 00:00:00+00:00,0.028372212005615,0.0,130851.35641282811
2024-02-14 00:00:00+00:00,0.0424561487558662,0.0,342834.5787114558
2024-02-15 00:00:00+00:00,0.0518536800129737,0.0,842038.2868018133
2024-02-16 00:00:00+00:00,0.0422302673471673,0.0,370981.11137407593
2024-02-17 00:00:00+00:00,0.0521879213070826,0.0,342819.48167783854
2024-02-18 00:00:00+00:00,0.0502702703795938,0.0,421289.1269565111
2024-02-19 00:00:00+00:00,0.0613685810037205,0.0,434938.8297655303
2024-02-20 00:00:00+00:00,0.0629726048824225,0.0,531479.3805056992
2024-02-21 00:00:00+00:00,0.0602092508875322,0.0,229399.4857160858
2024-02-22 00:00:00+00:00,0.0609938892389903,0.0,237437.29274237697
2024-02-23 00:00:00+00:00,0.0643136269732354,0.0,52905.60101184906
2024-02-24 00:00:00+00:00,0.0575745694379507,0.0,106692.56420872745
2024-02-25 00:00:00+00:00,0.0621928033432406,0.0,122626.4210803791
2024-02-26 00:00:00+00:00,0.0565096171896572,0.0,145387.8390272506
2024-02-27 00:00:00+00:00,0.0533796667898539,0.0,368899.6965560787
2024-02-28 00:00:00+00:00,0.0524650663121971,0.0,104250.84681417994
2024-02-29 00:00:00+00:00,0.0550877341005549,0.0,168561.79242993958
2024-03-01 00:00:00+00:00,0.0538131318808874,0.0,70829.95276856472
2024-03-02 00:00:00+00:00,0.0550380670041596,0.0,73106.48219391082
2024-03-03 00:00:00+00:00,0.0517937529887936,0.0,69085.66997999237
2024-03-04 00:00:00+00:00,0.0511664572641457,0.0,173112.1623568686
2024-03-05 00:00:00+00:00,0.049332574862099,0.0,189472.9359003433
2024-03-06 00:00:00+00:00,0.0552557135985992,0.0,168596.97613909707
2024-03-07 00:00:00+00:00,0.0503295019314901,0.0,317075.7502489587
2024-03-08 00:00:00+00:00,0.0733159539095422,0.0,801487.8910266781
2024-03-09 00:00:00+00:00,0.080829910648864,0.0,907559.554253138
